station_id,triplet,name,state,lat,lon,elevation_m
1195,1195:NV:SNTL,Golconda,NV,40.88358,-117.58812,2023.9
498,498:NV:SNTL,Granite Peak,NV,41.67032,-117.56668,2590.8
503,503:NV:SNTL,Green Mountain,NV,40.3848,-115.52757,2493.3
527,527:NV:SNTL,Hole-in-Mountain,NV,40.94168,-115.0954,2490.2
548,548:NV:SNTL,Jack Creek Upper,NV,41.54675,-116.00517,2249.4
549,549:NV:SNTL,Jacks Peak,NV,41.5136,-116.0117,2572.5
1211,1211:NV:SNTL,Jakes Creek,NV,41.5687,-115.03243,2249.4
1150,1150:NV:SNTL,Kalamazoo,NV,39.5579,-114.62762,2359.2
569,569:NV:SNTL,Lamance Creek,NV,41.51542,-117.63197,1947.7
570,570:NV:SNTL,Lamoille #3,NV,40.6448,-115.3812,2450.6
1310,1310:NV:SNTL,Lamoille Upper,NV,40.59965,-115.37902,2740.2
573,573:NV:SNTL,Laurel Draw,NV,41.77637,-116.02957,2036.1
1112,1112:NV:SNTL,Lee Canyon,NV,36.30537,-115.67508,2627.4
1006,1006:NV:SNTL,Lewis Peak,NV,40.3572,-116.8647,2246.4
1242,1242:NV:SNTL,Little Valley,NV,39.25259,-119.8771,1981.2
615,615:NV:SNTL,Marlette Lake,NV,39.16395,-119.89672,2395.7
1207,1207:NV:SNTL,Merritt Mountain,NV,41.8927,-115.858,2109.2
1206,1206:NV:SNTL,Midas,NV,41.26873,-116.80332,2020.8
652,652:NV:SNTL,Mt Rose Ski Area,NV,39.31573,-119.89473,2685.3
1272,1272:NV:SNTL,ONeil Creek,NV,41.86411,-115.08251,1978.2
1244,1244:NV:SNTL,Pole Canyon,NV,40.86293,-115.12067,2365.2
698,698:NV:SNTL,Pole Creek R.S.,NV,41.87255,-115.24713,2551.2
2170,2170:NV:SNTL,Porter Canyon,NV,39.46544,-117.62069,2191.5
1110,1110:NV:SNTL,Rainbow Canyon,NV,36.2493,-115.62972,2389.6
746,746:NV:SNTL,Seventysix Creek,NV,41.73732,-115.47215,2243.3
750,750:NV:SNTL,Sheldon,NV,41.90435,-119.44464,1786.1
1205,1205:NV:SNTL,Silver Creek Nv,NV,39.23305,-114.2429,2505.5
1208,1208:NV:SNTL,Snowstorm Mtn,NV,41.33981,-116.98044,2258.6
1203,1203:NV:SNTL,Stag Mountain,NV,41.408,-115.4464,2328.7
1194,1194:NV:SNTL,Summit Lk,NV,41.48953,-118.99663,2316.5
811,811:NV:SNTL,Taylor Canyon,NV,41.2287,-116.0293,1926.3
1202,1202:NV:SNTL,Tent Mtn Lower,NV,40.97852,-115.17215,2164.1
1136,1136:NV:SNTL,Toe Jam,NV,41.3187,-116.3408,2347.0
1137,1137:NV:SNTL,Vacarro Springs,NV,39.4495,-115.9834,2404.9
849,849:NV:SNTL,Ward Mountain,NV,39.13242,-114.95575,2795.0
1147,1147:NV:SNTL,Wheeler Peak,NV,39.00995,-114.31021,3069.3
1213,1213:NV:SNTL,White River Nv,NV,38.94557,-115.37922,2246.4
302,302:OR:SNTL,Aneroid Lake #2,OR,45.21332,-117.19255,2264.7
1000,1000:OR:SNTL,Annie Springs,OR,42.87007,-122.16518,1834.9
304,304:OR:SNTL,Arbuckle Mtn,OR,45.19085,-119.25392,1758.7
1166,1166:OR:SNTL,Bear Grass,OR,44.3253,-122.0938,1438.7
331,331:OR:SNTL,Beaver Reservoir,OR,45.14532,-118.219,1566.7
341,341:OR:SNTL,Big Red Mountain,OR,42.05257,-122.85487,1847.1
343,343:OR:SNTL,Bigelow Camp,OR,42.07875,-123.34393,1563.6
344,344:OR:SNTL,Billie Creek Divide,OR,42.40717,-122.26617,1609.3
351,351:OR:SNTL,Blazed Alder,OR,45.4287,-121.85605,1115.6
357,357:OR:SNTL,Blue Mountain Spring,OR,44.24767,-118.51722,1792.2
361,361:OR:SNTL,Bourne,OR,44.83052,-118.18787,1783.1
362,362:OR:SNTL,Bowman Springs,OR,45.36428,-118.46715,1386.8
388,388:OR:SNTL,Cascade Summit,OR,43.59042,-122.0601,1554.5
395,395:OR:SNTL,Chemult Alternate,OR,43.22625,-121.80662,1478.3
398,398:OR:SNTL,Clackamas Lake,OR,45.09658,-121.75443,1036.3
401,401:OR:SNTL,Clear Lake,OR,45.18832,-121.6916,1161.3
406,406:OR:SNTL,Cold Springs Camp,OR,42.53305,-122.17683,1810.5
422,422:OR:SNTL,County Line,OR,45.19107,-118.55015,1475.2
1010,1010:OR:SNTL,Crazyman Flat,OR,42.6381,-120.94917,1886.7
434,434:OR:SNTL,Daly Lake,OR,44.52147,-122.08718,1124.7
440,440:OR:SNTL,Derr.,OR,44.4465,-119.93012,1783.1
442,442:OR:SNTL,Diamond Lake,OR,43.18787,-122.14003,1609.3
464,464:OR:SNTL,Eilertson Meadows,OR,44.86887,-118.11387,1679.4
470,470:OR:SNTL,Emigrant Springs,OR,45.55808,-118.45385,1155.2
1314,1314:OR:SNTL,Fifteenmile,OR,45.35265,-121.53,1819.7
477,477:OR:SNTL,Fish Creek,OR,42.70993,-118.63219,2347.0
479,479:OR:SNTL,Fish Lk.,OR,42.3801,-122.34943,1420.4
483,483:OR:SNTL,Fourmile Lake,OR,42.43933,-122.2288,1819.7
945,945:OR:SNTL,Gerber Reservoir,OR,42.2062,-121.1334,1487.4
494,494:OR:SNTL,Gold Center,OR,44.7638,-118.3117,1645.9
504,504:OR:SNTL,Greenpoint,OR,45.62237,-121.70415,1011.9
523,523:OR:SNTL,High Ridge,OR,45.69682,-118.10657,1493.5
526,526:OR:SNTL,Hogg Pass,OR,44.42042,-121.85655,1463.0
529,529:OR:SNTL,Holland Meadows,OR,43.66917,-122.56877,1502.7
1158,1158:OR:SNTL,Howard Prairie,OR,42.215,-122.3713,1396.0
545,545:OR:SNTL,Irish Taylor,OR,43.80368,-121.94793,1688.6
552,552:OR:SNTL,Jump Off Joe,OR,44.38605,-122.16683,1075.9
558,558:OR:SNTL,King Mountain,OR,42.72395,-123.20037,1322.8
563,563:OR:SNTL,Lake Creek R.S.,OR,44.21007,-118.63752,1600.2
584,584:OR:SNTL,Little Meadows,OR,44.61297,-122.22565,1225.3
605,605:OR:SNTL,Lucky Strike,OR,45.27478,-118.8479,1514.9
608,608:OR:SNTL,Madison Butte,OR,45.10513,-119.49585,1569.7
614,614:OR:SNTL,Marion Forks,OR,44.59397,-121.97365,789.4
619,619:OR:SNTL,Mckenzie,OR,44.2103,-121.87292,1453.9
1079,1079:OR:SNTL,Milk Shakes,OR,45.9821,-117.94883,1700.8
1084,1084:OR:SNTL,Miller Woods,OR,45.24755,-123.27563,128.0
647,647:OR:SNTL,Moss Springs,OR,45.27173,-117.68747,1755.6
651,651:OR:SNTL,Mt Hood Test Site,OR,45.32097,-121.7158,1639.8
653,653:OR:SNTL,Mt. Howard,OR,45.26514,-117.17377,2389.6
655,655:OR:SNTL,Mud Ridge,OR,45.25362,-121.73673,1240.5
660,660:OR:SNTL,New Crescent Lake,OR,43.51185,-121.97982,1496.6
666,666:OR:SNTL,North Fork,OR,45.5505,-122.00283,935.7
671,671:OR:SNTL,Ochoco Meadows,OR,44.42917,-120.3311,1655.1
687,687:OR:SNTL,Peavine Ridge,OR,45.04148,-121.93252,1042.4
706,706:OR:SNTL,Quartz Mountain,OR,42.31923,-120.82533,1740.4
710,710:OR:SNTL,Railroad Overpass,OR,43.65887,-122.21272,816.9
712,712:OR:SNTL,Red Hill,OR,45.4643,-121.70428,1344.2
719,719:OR:SNTL,Roaring River,OR,43.90098,-122.03063,1511.8
721,721:OR:SNTL,Rock Springs,OR,44.00883,-118.83842,1612.4
726,726:OR:SNTL,Saddle Mountain,OR,45.54475,-123.37331,941.8
729,729:OR:SNTL,Salt Creek Falls,OR,43.61193,-122.11758,1286.3
733,733:OR:SNTL,Santiam Jct.,OR,44.43503,-121.94502,1140.0
736,736:OR:SNTL,Schneider Meadows,OR,45.00107,-117.16522,1645.9
743,743:OR:SNTL,Seine Creek,OR,45.52688,-123.29857,630.9
745,745:OR:SNTL,Sevenmile Marsh,OR,42.69825,-122.14165,1734.3
756,756:OR:SNTL,Silver Creek,OR,42.95615,-121.18123,1752.6
759,759:OR:SNTL,Silvies,OR,42.75333,-118.68785,2133.6
1167,1167:OR:SNTL,Smith Ridge,OR,44.30325,-122.04053,996.7
767,767:OR:SNTL,Snow Mountain,OR,43.94885,-119.54013,1898.9
925,925:OR:SNTL,South Fork Bull Run,OR,45.44575,-122.03125,819.9
789,789:OR:SNTL,Starr Ridge,OR,44.26423,-119.02162,1597.2
794,794:OR:SNTL,Strawberry,OR,42.12587,-120.8361,1755.6
800,800:OR:SNTL,Summer Rim,OR,42.6957,-120.80158,2158.0
801,801:OR:SNTL,Summit Lake,OR,43.44907,-122.13808,1709.9
1078,1078:OR:SNTL,Sun Pass,OR,42.78637,-121.97715,1645.9
1077,1077:OR:SNTL,Swan Lake Mtn,OR,42.41323,-121.68002,2081.8
810,810:OR:SNTL,Taylor Butte,OR,42.69108,-121.42592,1533.1
812,812:OR:SNTL,Taylor Green,OR,45.07707,-117.55067,1746.5
815,815:OR:SNTL,Three Creeks Meadow,OR,44.14425,-121.64095,1731.3
821,821:OR:SNTL,Tipton,OR,44.65567,-118.42617,1569.7
1044,1044:OR:SNTL,Toketee Airstrip,OR,43.22718,-122.42537,987.6
873,873:OR:SNTL,Wolf Creek,OR,45.06704,-118.15185,1746.5
354,354:SD:SNTL,Blind Park,SD,44.10772,-103.97688,2103.1
920,920:SD:SNTL,North Rapid Creek,SD,44.20617,-103.78758,1874.5
907,907:UT:SNTL,Agua Canyon,UT,37.52217,-112.27118,2709.7
1308,1308:UT:SNTL,Atwater,UT,40.59124,-111.63775,2667.0
992,992:UT:SNTL,Bear River RS,UT,40.8852,-110.8277,2593.8
329,329:UT:SNTL,Beaver Dams,UT,39.13683,-111.55813,2432.3
330,330:UT:SNTL,Beaver Divide,UT,40.61233,-111.09782,2508.5
332,332:UT:SNTL,Ben Lomond Peak,UT,41.37603,-111.94405,2343.9
333,333:UT:SNTL,Ben Lomond Trail,UT,41.38291,-111.92103,1819.7
1214,1214:UT:SNTL,Bevans Cabin,UT,40.46182,-112.25233,1972.1
339,339:UT:SNTL,Big Flat,UT,38.30183,-112.35672,3145.5
348,348:UT:SNTL,Black Flat-U.M. Ck,UT,38.6799,-111.59765,2871.2
1162,1162:UT:SNTL,Blacks Fork Jct,UT,40.95814,-110.5828,2706.6
1278,1278:UT:SNTL,Bobs Hollow,UT,38.94569,-112.15349,2840.7
364,364:UT:SNTL,Box Creek,UT,38.50809,-112.01856,3002.3
1156,1156:UT:SNTL,Box Springs,UT,38.49746,-112.00779,2813.3
1154,1154:UT:SNTL,Brian Head,UT,37.67994,-112.85674,3060.2
366,366:UT:SNTL,Brighton,UT,40.59936,-111.58167,2679.2
368,368:UT:SNTL,Brown Duck,UT,40.58102,-110.58587,3221.7
371,371:UT:SNTL,Buck Flat,UT,39.134,-111.43722,2868.2
1192,1192:UT:SNTL,Buck Pasture,UT,40.84456,-110.66068,2935.2
1153,1153:UT:SNTL,Buckboard Flat,UT,37.86943,-109.44717,2718.8
374,374:UT:SNTL,Bug Lake,UT,41.68541,-111.41987,2432.3
1135,1135:UT:SNTL,Burts Miller Ranch,UT,40.98492,-110.85075,2407.9
383,383:UT:SNTL,Camp Jackson,UT,37.81333,-109.48723,2694.4
1039,1039:UT:SNTL,Cascade Mountain,UT,40.283,-111.60992,2362.2
390,390:UT:SNTL,Castle Valley,UT,37.66098,-112.74093,2926.1
392,392:UT:SNTL,Chalk Creek #1,UT,40.85464,-111.04765,2792.0
393,393:UT:SNTL,Chalk Creek #2,UT,40.88529,-111.06954,2499.4
396,396:UT:SNTL,Chepeta,UT,40.77458,-110.0105,3197.4
1348,1348:UT:SNTL,Clarkston Mountain,UT,41.99513,-112.16119,2039.1
983,983:UT:SNTL,Clayton Springs,UT,37.9725,-111.83355,3051.0
399,399:UT:SNTL,Clear Creek #1,UT,39.86671,-111.28363,2731.0
400,400:UT:SNTL,Clear Creek #2,UT,39.89275,-111.25154,2392.7
1236,1236:UT:SNTL,Corral,UT,39.65795,-110.37906,2502.4
432,432:UT:SNTL,Currant Creek,UT,40.35747,-111.08993,2414.0
435,435:UT:SNTL,Daniels-Strawberry,UT,40.2953,-111.25677,2441.4
444,444:UT:SNTL,Dills Camp,UT,39.04554,-111.46875,2816.4
452,452:UT:SNTL,Donkey Reservoir,UT,38.2084,-111.47412,2987.0
455,455:UT:SNTL,Dry Bread Pond,UT,41.41289,-111.5377,2526.8
906,906:UT:SNTL,Dry Fork,UT,40.56533,-112.17343,2188.5
1163,1163:UT:SNTL,EF Blacks Fork GS,UT,40.88472,-110.54056,2852.9
461,461:UT:SNTL,East Willow Creek,UT,39.31213,-109.53179,2529.8
1323,1323:UT:SNTL,Elk Ridge,UT,37.82308,-109.77156,2603.0
474,474:UT:SNTL,Farmington,UT,40.97462,-111.80975,2414.0
1054,1054:UT:SNTL,Farmington Lower,UT,40.992,-111.81702,2087.9
475,475:UT:SNTL,Farnsworth Lake,UT,38.77246,-111.67662,2932.2
1149,1149:UT:SNTL,Fish Lake Utah,UT,38.50455,-111.76693,2676.1
481,481:UT:SNTL,Five Points Lake,UT,40.71785,-110.46721,3328.4
1221,1221:UT:SNTL,GBRC HQ,UT,39.32019,-111.48827,2682.2
1222,1222:UT:SNTL,GBRC Meadows,UT,39.30229,-111.45383,3002.3
1114,1114:UT:SNTL,Garden City Summit,UT,41.9215,-111.4693,2340.9
1066,1066:UT:SNTL,Gardner Peak,UT,37.40083,-113.45988,2535.9
1151,1151:UT:SNTL,George Creek,UT,41.91562,-113.41154,2731.0
1304,1304:UT:SNTL,Gold Basin,UT,38.46516,-109.26332,3069.3
495,495:UT:SNTL,Gooseberry RS,UT,38.80034,-111.68333,2417.1
1184,1184:UT:SNTL,Gooseberry RS Up,UT,38.7882,-111.68892,2560.3
1065,1065:UT:SNTL,Gutz Peak,UT,37.49617,-113.94235,2069.6
896,896:UT:SNTL,Hardscrabble,UT,40.86833,-111.71865,2215.9
514,514:UT:SNTL,Harris Flat,UT,37.48997,-112.57602,2377.4
517,517:UT:SNTL,Hayden Fork,UT,40.79669,-110.88472,2795.0
521,521:UT:SNTL,Hewinta,UT,40.95009,-110.48419,2898.6
522,522:UT:SNTL,Hickerson Park,UT,40.90663,-109.96287,2779.8
1223,1223:UT:SNTL,Hobble Creek,UT,40.18538,-111.35971,2243.3
528,528:UT:SNTL,Hole-in-Rock,UT,40.92167,-110.18623,2795.0
533,533:UT:SNTL,Horse Ridge,UT,41.31372,-111.44624,2502.4
1216,1216:UT:SNTL,Huntington Horse,UT,39.61774,-111.30576,2941.3
1099,1099:UT:SNTL,Jones Corral,UT,38.07125,-112.16788,2959.6
1145,1145:UT:SNTL,Kilfoil Creek,UT,41.24764,-111.41249,2203.7
557,557:UT:SNTL,Kimberly Mine,UT,38.48383,-112.39273,2776.7
559,559:UT:SNTL,Kings Cabin,UT,40.71632,-109.54401,2664.0
1115,1115:UT:SNTL,Klondike Narrows,UT,41.96769,-111.59713,2218.9
561,561:UT:SNTL,Kolob,UT,37.52664,-113.05386,2819.4
566,566:UT:SNTL,Lakefork #1,UT,40.59709,-110.43316,3084.6
1116,1116:UT:SNTL,Lakefork #3,UT,40.5502,-110.3529,2569.5
513,513:UT:SNTL,Lakefork Basin,UT,40.73785,-110.62121,3319.3
572,572:UT:SNTL,Lasal Mountain,UT,38.48226,-109.27198,2920.0
1215,1215:UT:SNTL,Lasal Mountain-Lower,UT,38.48167,-109.29164,2676.1
1056,1056:UT:SNTL,Lightning Ridge,UT,41.35891,-111.48749,2499.4
579,579:UT:SNTL,Lily Lake,UT,40.86493,-110.79813,2782.8
582,582:UT:SNTL,Little Bear,UT,41.40562,-111.82607,1993.4
583,583:UT:SNTL,Little Grassy,UT,37.48631,-113.84582,1850.1
1261,1261:UT:SNTL,Lonesome Beaver,UT,38.07,-110.77241,2904.7
592,592:UT:SNTL,Long Flat,UT,37.51255,-113.39661,2435.4
593,593:UT:SNTL,Long Valley Jct,UT,37.48756,-112.51458,2273.8
596,596:UT:SNTL,Lookout Peak,UT,40.83731,-111.70965,2484.1
1118,1118:UT:SNTL,Lost Creek Resv,UT,41.22155,-111.35947,1850.1
972,972:UT:SNTL,Louis Meadow,UT,40.83033,-111.76457,2054.4
612,612:UT:SNTL,Mammoth-Cottonwood,UT,39.68338,-111.31818,2654.8
621,621:UT:SNTL,Merchant Valley,UT,38.30285,-112.43637,2654.8
626,626:UT:SNTL,Midway Valley,UT,37.56933,-112.83849,2996.2
1321,1321:UT:SNTL,Mill Creek Canyon,UT,40.69656,-111.67712,2121.4
628,628:UT:SNTL,Mill-D North,UT,40.65883,-111.63683,2724.9
631,631:UT:SNTL,Mining Fork,UT,40.49384,-112.61141,2526.8
634,634:UT:SNTL,Monte Cristo,UT,41.46547,-111.49688,2721.9
643,643:UT:SNTL,Mosby Mtn.,UT,40.60798,-109.8881,2910.8
1224,1224:UT:SNTL,Mt Baldy,UT,39.13648,-111.50527,2901.7
1269,1269:UT:SNTL,Mt Pennell,UT,37.97793,-110.7933,2807.2
1146,1146:UT:SNTL,Oak Creek,UT,39.3485,-112.192,2389.6
1148,1148:UT:SNTL,Panguitch Lake RS,UT,37.70463,-112.65037,2529.8
684,684:UT:SNTL,Parleys Summit,UT,40.76184,-111.62917,2313.4
856,856:UT:SNTL,Parleys Upper,UT,40.70194,-111.60619,2539.0
971,971:UT:SNTL,Parrish Creek,UT,40.93417,-111.81372,2365.2
686,686:UT:SNTL,Payson R.S.,UT,39.92976,-111.63109,2453.6
691,691:UT:SNTL,Pickle Keg,UT,39.01219,-111.58259,2746.2
694,694:UT:SNTL,Pine Creek,UT,38.88185,-112.24915,2660.9
1300,1300:UT:SNTL,Powder Mountain,UT,41.37428,-111.76673,2587.8
714,714:UT:SNTL,Red Pine Ridge,UT,39.45197,-111.27221,2740.2
